,accuracy,loss,val_accuracy,val_loss
0,0.49689438939094543,0.1250780075788498,0.5,0.1250448077917099
1,0.4978381395339966,0.1250249743461609,0.5,0.12513470649719238
2,0.4933587610721588,0.12504324316978455,0.5,0.12502364814281464
3,0.4976300001144409,0.1250404268503189,0.5,0.12500718235969543
4,0.49621376395225525,0.1250375658273697,0.5,0.12500764429569244
5,0.49311375617980957,0.12503361701965332,0.5,0.12500134110450745
6,0.49959251284599304,0.12502701580524445,0.5,0.12501148879528046
7,0.49775999784469604,0.12502269446849823,0.5,0.12501642107963562
8,0.4970393776893616,0.1250215321779251,0.5,0.1250256896018982
9,0.49534499645233154,0.1250229924917221,0.5,0.12500230967998505
10,0.5029600262641907,0.12501582503318787,0.5,0.1250070482492447
11,0.4992775022983551,0.1250162571668625,0.5,0.1250009536743164
12,0.5004356503486633,0.12501251697540283,0.5,0.12500043213367462
13,0.4995962381362915,0.1250101625919342,0.5,0.12500210106372833
14,0.49704501032829285,0.1250113993883133,0.5,0.12500007450580597
15,0.4994350075721741,0.12500877678394318,0.5,0.12500154972076416
16,0.49599936604499817,0.12500996887683868,0.5,0.1250019073486328
17,0.4981600046157837,0.12501107156276703,0.5,0.12500080466270447
18,0.5007200241088867,0.125007763504982,0.5,0.12500134110450745
19,0.49616000056266785,0.1250080168247223,0.5,0.1250000149011612
20,0.5016000270843506,0.1250080019235611,0.5,0.12500232458114624
21,0.49511998891830444,0.12500865757465363,0.5,0.1250004768371582
22,0.5019199848175049,0.1250034123659134,0.5,0.12500157952308655
23,0.4971199929714203,0.12500914931297302,0.5,0.1250009834766388
24,0.5012000203132629,0.12500742077827454,0.5,0.12500150501728058
