,accuracy,loss,val_accuracy,val_loss
0,0.5570799708366394,0.11864516139030457,0.6677200198173523,0.10963544994592667
1,0.8376799821853638,0.05877713859081268,0.7750399708747864,0.08294219523668289
2,0.8938400149345398,0.039420321583747864,0.8324800133705139,0.06005251035094261
3,0.9253600239753723,0.029490815475583076,0.878279983997345,0.0456913560628891
4,0.9445199966430664,0.02165377512574196,0.8660399913787842,0.05188038572669029
5,0.9633600115776062,0.015423576347529888,0.8759999871253967,0.04864068329334259
6,0.972320020198822,0.01175554096698761,0.875,0.05118728429079056
7,0.9777200222015381,0.00959955807775259,0.8622400164604187,0.05973266810178757
8,0.9825199842453003,0.007711524609476328,0.8597999811172485,0.061005014926195145
9,0.9846799969673157,0.006844995077699423,0.8716400265693665,0.055848997086286545
10,0.98580002784729,0.006353538017719984,0.8694800138473511,0.0574813187122345
11,0.9877200126647949,0.005614463705569506,0.8726400136947632,0.055652424693107605
12,0.9889199733734131,0.005161861423403025,0.8751999735832214,0.05461742728948593
13,0.990880012512207,0.004382943734526634,0.8737599849700928,0.05689046159386635
14,0.990119993686676,0.004691467620432377,0.8507599830627441,0.06786735355854034
15,0.9906799793243408,0.004390176385641098,0.8726800084114075,0.05766458809375763
16,0.9913600087165833,0.004099173936992884,0.864080011844635,0.061780910938978195
17,0.9911199808120728,0.004184575751423836,0.8723199963569641,0.05787312239408493
18,0.9911999702453613,0.00420807022601366,0.8689600229263306,0.05977455899119377
19,0.991919994354248,0.0038278051652014256,0.8685200214385986,0.059412408620119095
20,0.9918000102043152,0.0038875890895724297,0.8687599897384644,0.05971239134669304
21,0.9925199747085571,0.003644535318017006,0.8704000115394592,0.05925826355814934
22,0.9930800199508667,0.003396561136469245,0.8682799935340881,0.06010154262185097
23,0.9929599761962891,0.003416139865294099,0.8652399778366089,0.06220734491944313
24,0.9927999973297119,0.0035149266477674246,0.8711599707603455,0.05909000709652901
